"x" "y" "pop"
350892.35045 6789360.81 94
350892.65045 6791959.72 2
350893.38045 6788350.2 3
350893.68046 6787584.94 1
350894.37045 6788360.8 1
350894.83046 6787885.61 5
350895.05046 6787680.42 6
350895.27045 6788126.08 24.5
350895.35046 6787442.09 7.5
350895.71045 6789718.41 4
350896.37045 6789750.36 2
350896.67045 6788311.73 1
350897.07046 6786110.35 2
350897.10046 6787843.87 1
350897.14046 6787063.79 1
350897.16046 6787601.15 2
350897.50046 6787118.33 2
350897.77045 6789038.37 5
350898.58046 6787905.67 1
350899.04046 6787496.16 4
350899.27046 6787318.12 63
350899.89046 6787484.98 6
350900.25046 6787539.83 3
350902.19046 6787553.79 1
350902.75046 6785948.57 5
350902.86046 6787567.06 2
350902.87046 6787688.14 3
350903.03046 6787140.02 4
350903.24045 6788812.23 5
350903.37046 6787661.86 1
350903.50046 6787878.24 2
350903.68046 6787525.97 1
350904.50045 6788824.3 3
350904.82045 6789656.52 4
350905.68046 6787395.46 2
350906.06045 6789039.4 8
350906.52046 6787953.46 1
350906.83045 6789268.29 57
350907.05046 6787101.57 3
350907.39046 6787802.39 3
350907.86045 6790678.91 11
350908.40045 6788834.03 3
350908.91046 6787793.71 4
350909.15045 6788845.79 7
350909.16045 6788376.35 4
350909.25046 6787062.09 2
350909.26046 6787160.56 5
350909.59046 6787148.5 11
350909.64046 6787829.12 2
350911.17045 6788792.37 12
350911.18046 6787518.99 4
350911.34046 6787783.25 4
350911.45045 6789693.42 1
350911.96046 6787691.87 2
350913.07046 6787741.1 8
350913.29046 6787876.27 1
350913.82045 6793616.32 6
350913.91045 6793805.34 2
350914.22045 6789664.81 10
350914.91046 6787661.31 3
350915.03045 6788558.73 4
350915.08045 6789698.89 1
350915.08046 6787372.24 2
350915.36046 6785898.3 2
350915.84046 6787811.34 4
350916.26045 6788280.95 6
350916.27046 6787098.44 2
350916.31046 6787491.81 1
350916.77046 6787710.22 2
350917.43046 6787926.78 1
350917.76045 6793586.44 4
350917.80045 6793637.28 6
350917.82046 6787170.81 2
350917.86045 6788400.76 2
350918.62046 6787675.58 7.5
350919.30046 6787956.18 2
350919.83046 6787178.9 3
350919.96045 6789697.76 4
350920.28046 6785941.37 3
350920.30045 6793652.61 5
350920.80045 6793786.98 6
350920.84046 6787211.99 2
350921.49046 6785995.26 2
350921.92046 6787698.87 3
350922.01045 6788372.67 2
350922.82046 6787501.53 2
350922.82046 6787899.06 2
350923.32046 6787874.92 2
350923.48045 6793667.35 1.5
350925.00045 6789694.57 5
350925.24046 6787044.55 8
350925.44046 6787615.3 1
350925.75045 6789349.02 103
350926.20045 6789716.81 2
350926.28045 6788892.44 131.5
350926.89046 6787829.24 3
350926.91046 6787659.37 2
350927.12045 6793686.33 2
350927.18046 6787216.44 2
350927.21045 6793567.35 3
350927.37045 6789744.81 6
350927.64045 6788424.48 33
350927.83046 6787152.8 2
350928.43045 6788293.66 42
350928.76045 6789037.15 12
350928.78045 6789708.13 3
350928.87045 6788370.64 3
350929.30045 6789045.72 2
350930.76045 6788385.51 4
350930.82045 6789001.85 29
350931.17046 6787206.74 2
350931.55045 6793703.84 4
350931.63046 6786090.62 5
350932.20046 6787510.16 2
350932.74045 6793771.3 3
350933.16045 6789725.09 2
350933.16046 6788089.8 1
350933.62046 6786024.91 1
350933.80046 6786011.55 2
350934.28046 6787408.09 3
350934.70046 6787984.92 2
350935.25045 6789732.86 1
350935.42046 6787751.09 5
350935.49045 6789694.48 2
350935.64046 6787622.36 3
350935.67045 6793515.82 3
350935.77045 6788775.28 5
350936.35046 6787149.8 4
350936.63046 6787877.31 2
350936.67045 6788369.06 4
350937.55046 6787094.1 1
350938.47045 6788384.71 4
350938.65045 6788739.41 1
350938.94045 6788720.6 10
350939.02045 6788694.81 1
350939.03045 6788730.74 2
350939.23045 6788440.55 41.5
350939.33046 6787221.04 2
350939.87046 6787769.39 2
350940.01046 6787240.16 1
350940.15046 6787171.65 1
350940.76045 6793723.22 4
350941.26045 6791710.28 1
350941.30045 6793740.71 4
350941.56045 6793755.76 3
350941.67046 6787972.25 2
350942.79045 6789740.58 2
350943.09046 6787818.79 3
350943.11046 6787589.01 76
350943.14046 6787784.73 2
350943.18045 6788367.13 2
350943.57046 6787800.29 2
350943.64046 6787231.73 1
350943.68046 6787809.66 2
350943.71046 6787032.19 3
350943.89046 6786068.93 3
350944.36045 6793552.63 5
350944.46045 6791579.17 79
350944.58046 6787792.82 4
350944.70046 6787515.01 2
350944.84046 6785890.54 2
350944.87046 6787143.39 3
350945.15045 6788785.5 2
350945.44045 6788695.28 3
350946.08046 6786045.65 5
350946.36045 6789700.74 2
350946.44045 6789043.56 3
350946.94045 6791222.62 1
350947.18045 6789160.32 5
350947.18046 6787635.46 2
350947.20045 6788994.83 21
350947.52046 6787097.54 2
350947.53046 6787868.51 1
350947.55046 6787214.96 2
350947.63045 6788520.96 4
350947.63045 6789690.68 4
350947.88045 6789003.35 2
350948.21045 6788382.61 5
350948.37045 6789177.07 1
350948.81045 6788501.69 4
350949.04046 6787169.98 2
350949.05046 6787839.74 2
350949.23045 6788512.35 2
350949.25045 6788771.79 4
350949.82045 6788364.86 4
350950.02045 6788529.68 3
350950.28045 6789186.62 3
350950.30045 6793468.85 3
350950.99045 6789712.25 4
350952.04045 6789033.09 3
350952.29046 6785946.8 1
350952.42045 6793528.88 3.5
350952.58045 6789723.97 2
350952.81046 6787446.27 31
350953.16045 6793488.91 2
350953.37045 6788539.83 4
350953.73046 6787383.83 2
350953.81046 6787650.68 1.5
350953.82046 6787467.93 11
350953.85046 6787139.46 2
350953.93046 6787933.91 2
350954.21046 6787999.92 2
350954.29046 6787609.02 2
350955.10045 6788498.33 1
350955.40045 6788553.29 2
350955.63045 6788547.4 4
350955.66046 6787707.27 4
350955.71046 6787218.94 2
350956.13046 6787897.8 1
350956.14045 6788771.49 4
350956.30046 6788105.98 2
350956.71045 6788362.2 2
350956.83046 6787773.11 3
350956.95045 6788559.81 4
350956.95046 6787912.43 4
350957.27046 6787872.8 3
350957.61045 6788784.87 3
350957.70045 6788578.52 2
350957.81045 6788514.99 2
350958.22045 6789240.63 3
350958.58045 6788508.74 1
350958.98045 6793836.53 4
350959.34045 6788663.46 1
350959.50045 6791981.51 2
350959.79046 6787663.26 7
350959.96045 6789257.6 4
350960.28045 6789139 48
350960.36046 6787396.71 3
350961.33045 6788599.77 2
350961.35045 6788385.95 7
350961.40046 6787313.93 11
350961.51046 6787169.59 4
350961.63045 6789159.31 1
350961.79045 6788497.48 3.5
350961.88045 6788525.38 4
350961.94045 6788538.52 3
350961.98046 6787512.9 1
350962.22045 6793597.49 3
350962.27046 6787885.12 2
350962.41045 6793851.28 2
350962.58045 6793543.89 6
350962.70046 6787077.41 1
350963.34046 6787209.78 2
350963.54045 6789170.75 3
350963.83046 6787980.69 1
350963.88045 6788554.96 1
350963.89046 6787142.3 1
350963.97046 6787108.14 4
350964.04045 6788566.86 2
350964.23045 6788358.49 4
350964.46045 6788652.79 3
350965.12046 6787859.18 2
350965.31045 6788634.39 2
350965.74045 6788642.34 2
350966.93046 6787098.27 4
350967.13045 6788687.5 16
350967.82046 6787714.21 1
350967.99046 6786066.51 2
350968.69046 6787842.79 4
350969.11045 6789051.6 25.5
350969.15045 6789202.92 23
350969.26045 6789179.5 1
350969.28045 6793898.41 3
350969.40046 6787164.12 2
350969.41046 6787923.39 3
350970.54045 6793885.24 6
350970.83045 6788652 4
350970.90046 6787997.31 1
350971.05045 6788695.58 8
350971.13046 6787129.32 1
350971.17046 6787139.83 6
350971.54046 6785892.75 3
350971.61045 6789230.87 1
350972.27045 6788594.69 7
350972.34045 6789242.26 2
350972.93045 6789743.08 3
350972.99046 6787513.53 1
350973.69045 6788906.39 4
350973.84045 6793444.3 3
350973.93045 6791667.14 54
350974.05045 6793913.26 4
350974.20046 6787599.11 2
350974.29045 6793619.05 5
350974.41046 6787212.67 6
350974.43045 6789066.55 10
350974.65046 6787676.81 3
350974.82046 6787976.12 1
350975.17045 6789218.22 6
350975.71045 6788744.13 39
350975.88045 6789008.28 47
350976.38046 6787952.8 1
350976.92045 6793772.72 2
350976.94045 6788632.72 1
350977.45045 6793509.22 3
350977.46045 6793634.06 4
350977.57045 6788640.79 2
350977.82045 6789139.42 4
350978.08045 6793585.55 6
350978.35046 6787222.29 2
350978.71046 6787713.66 1
350979.02046 6787155.82 1
350979.15045 6793537.54 4
350979.35045 6789242.05 2
350979.61046 6787931.38 4
350979.69045 6788650.65 3
350980.37045 6793724.31 5
350981.15046 6785955.57 2
350981.44046 6785981.29 3
350981.47046 6787783.68 8
350981.65045 6789040.3 1
350981.96045 6788417.41 5
350981.98046 6787658.96 5
350982.44046 6787993.49 2
350982.72045 6793649.36 4
350983.20046 6787507.57 2
350983.29045 6788699.46 3
350983.53046 6787595.05 1
350983.70046 6787205.23 1
350983.83046 6788024.08 1
350984.14046 6787474.75 6
350984.75046 6787180.52 2
350984.89046 6787174.78 3
350984.92046 6786058.51 2
350985.57046 6787705.07 2
350985.75046 6787674.17 4
350986.36046 6787978 1
350986.38045 6793741.83 3
350986.99045 6789154.01 57.5
350987.08045 6793669.94 3
350987.22045 6793796.84 2
350987.36046 6787169.86 2
350987.36046 6787863.28 2
350987.65046 6787954.57 2
350987.81045 6793501.65 4
350988.19045 6789436.55 263
350988.25046 6787217.77 2
350988.46045 6789249.53 1
350988.76046 6787829.95 2
350988.77045 6793460.09 5
350989.03046 6785996.8 2
350989.08045 6789756.47 4
350989.27045 6793687.15 1
350989.67045 6788645.53 1
350990.07045 6789062.25 2
350990.32045 6793818.23 4
350990.36045 6788892.82 31
350990.53045 6788494.35 1
350990.76045 6789808.53 11
350991.02045 6788656.33 2
350991.43045 6789285.04 76
350991.63045 6789966.98 10
350992.22046 6787840.65 1
350992.65045 6789043.01 5
350992.67045 6788807.56 35
350993.17046 6787710.42 2
350993.26046 6786044.49 1
350993.37045 6789242.39 4
350993.41046 6787985.94 4
350993.46045 6793707.5 3
350993.62045 6793837.44 4
350993.84045 6788777.16 57
350994.03046 6787202.22 1
350994.45045 6788684.83 5
350994.51046 6787673.19 5
350994.95046 6787209.77 1
350995.02046 6787513.02 2
350995.15045 6793363.59 5
350995.28045 6789211.8 1
350996.44045 6789198.7 2
350996.81045 6793529.72 1
350997.03046 6787805.12 3
350997.15046 6787593.63 2
350997.66045 6791316.26 6
350997.67045 6789638.68 11
350997.70046 6786011.89 4
350998.32045 6789938.83 12
350998.33046 6787027.74 2
350998.62046 6787974.84 6
350998.70045 6789225.05 13
350998.84046 6787039.21 2
350998.90046 6788039.03 2
350999.43046 6787229.82 4
350999.58045 6789235.58 2
350999.81045 6789766.11 1
350999.91045 6788515.81 4
351000.15045 6793935.26 5
351000.35046 6787843.67 1
351000.51045 6788523.83 4
351000.86045 6788492.58 2
351001.07046 6788003.32 1
351001.38046 6787503.23 2
351001.66045 6788530.59 2
351001.67046 6787471.23 4
351001.93046 6787358.77 2
351001.96045 6793625.33 7
351002.08045 6788544.78 1
351002.17045 6788536.93 1
351002.59046 6787351.66 4
351002.64046 6787056.51 2
351002.84045 6788827.13 4
351003.18046 6787130.04 4
351003.20046 6787857.2 2
351003.35045 6788697.92 4
351003.70046 6785942.7 2
351004.75045 6788506.43 2
351005.20045 6789248.45 1
351005.70045 6793755.12 3
351005.72045 6788149.82 1
351005.79046 6787611.47 28
351006.10045 6789911.57 22
351006.19046 6787077.77 2
351006.56045 6790642.49 1
351006.72046 6787709.94 6
351006.91045 6788552.97 2
351006.95045 6789183.1 10
351007.04046 6787589.56 4
351007.45045 6788511.61 2
351007.62046 6787689.96 2
351008.05046 6787089.81 3
351008.46045 6793646.1 2
351008.66045 6791979.92 2
351009.21046 6787974.55 1
351009.26045 6788570.07 2
351009.37045 6788528.08 3
351009.42046 6787491.56 1
351009.58046 6788003.53 3
351010.00046 6787102.72 4
351010.29046 6787112.42 2
351010.36046 6787123.02 2
351010.38046 6787819.23 2
351010.65045 6791567.03 159
351010.89046 6787047.03 2
351010.93046 6788023.66 4
351011.21045 6793463.93 2
351011.83045 6788578.28 2
351011.90046 6787660.1 1
351011.92046 6787372.4 1
351012.39046 6786023.39 2
351012.46045 6788810.88 2
351012.48045 6793869.39 4
351012.49045 6788585.66 4
351012.55046 6787805.7 32
351012.59046 6787671.56 2
351012.65046 6787056.13 3
351012.86046 6787837.93 2
351013.08046 6787036.73 2
351013.25045 6788538.38 3
351013.51046 6787746.52 4
351013.53045 6793666.99 2
351013.75046 6787533.41 10
351013.81045 6788561.95 1
351013.88045 6789693.595 1
351014.17045 6788592.94 5
351014.28045 6788681.64 2
351014.33045 6791707.45 4
351014.56045 6793790.06 3
351014.62046 6788046.31 4
351014.72046 6787848.5 1.5
351014.76045 6789798.26 33
351015.51045 6789861.62 36
351015.70046 6787862.89 1.5
351015.97046 6787074.42 3
351016.21046 6787942.88 1
351016.32046 6787150.92 2
351016.50046 6788028.96 4
351016.53045 6793682.77 2
351016.61045 6789744.45 4
351016.66046 6787399.27 4
351017.78045 6793433.74 2
351018.08046 6787088.84 2
351018.10046 6787176.06 2
351018.13045 6788823.07 11
351018.40046 6787588.28 3
351018.46046 6787161.95 2
351018.48045 6788600.83 3
351018.56046 6787961.19 1
351018.70046 6787099.13 2
351019.11045 6793903.04 3
351019.38046 6787972.76 2
351019.79045 6788642.29 4
351020.38045 6788545.36 1
351020.47045 6788568.12 1
351020.57045 6788807.34 4
351020.63045 6793832.89 2
351021.16046 6787406.56 58
351021.16046 6787732.59 2
351021.46046 6787196.42 1
351021.59045 6793815.63 2
351021.86046 6787118.19 2
351022.08045 6788699.73 1
351022.34045 6788876.61 2
351022.62046 6787702.54 2
351022.84045 6793937.04 4
351023.19046 6787109.08 1
351023.82045 6789733.86 4
351023.99045 6788589 3
351024.11045 6793562.19 4
351024.15045 6793699.53 2
351024.15046 6787210.41 2
351024.23045 6788620.26 2
351024.33046 6787668.97 2
351024.37046 6787127.84 2
351024.43045 6788626.46 2
351024.54045 6788576.4 2
351024.57045 6788758.86 8
351024.61046 6787138.63 1
351024.75045 6788608.47 3
351025.48046 6787149.9 2
351025.55045 6788614.06 3
351025.59046 6787228.07 1
351025.62045 6793475.94 2
351026.39046 6787747.26 2
351026.73046 6787160.94 1
351027.26045 6788798.63 2
351027.42045 6788722.55 2
351028.69045 6793349.65 5
351028.86046 6788055.56 2
351029.13046 6787175.02 4
351029.19045 6789083.46 82
351029.23045 6793410.67 3
351029.27045 6788823.24 2
351029.42045 6789924.26 9.5
351029.50045 6789143.44 2
351029.56045 6793877.2 2
351030.03045 6793724.17 2
351030.09045 6789748.51 1
351031.32046 6787971.4 3
351031.85045 6789301.73 60
351031.90045 6788594.7 3
351032.63046 6787724.14 3
351032.78045 6793736.26 2
351033.27045 6790014.82 111
351033.28046 6787746.61 1
351033.34045 6793893.03 5
351033.55045 6789378.92 4
351033.71045 6793449.74 4
351033.87046 6787212.27 6
351034.14046 6787664.13 2
351034.40045 6789898.07 9
351034.45046 6787804.02 1
351034.76045 6788602.96 2
351035.71046 6785939.73 1
351036.13045 6789163.72 8.5
351036.26045 6789756.65 4
351036.46046 6787811.86 1
351036.51045 6788757.71 3
351037.19046 6787198.24 2
351037.34045 6789741.33 2
351037.49046 6787352.79 10
351037.50045 6788915.64 71
351038.32046 6787954.7 11
351038.80045 6793498.12 4
351038.85045 6788489.84 1
351038.98046 6787696.13 5
351039.52046 6787627.96 1
351039.77046 6788002.73 4
351039.98046 6787223.21 4
351040.23046 6787603.99 3.5
351040.25045 6788648.73 8
351040.48045 6788763.35 5
351040.51046 6788059.89 3
351040.75045 6789506.99 81
351040.97045 6793620.61 3
351041.16046 6787747.81 2
351041.24046 6787337.6 4
351041.73046 6787838.63 4
351042.21046 6787600.48 21
351042.22045 6789181.3 2
351042.23045 6788733.2 3
351042.36045 6789823.38 7
351042.86046 6787817.29 1
351043.52046 6785963.08 2
351044.53045 6789195.68 2
351044.54046 6787027.76 2
351045.12045 6788685.28 5
351045.18045 6788505.46 14
351045.37045 6789026.43 99
351045.66046 6787039.13 3
351045.73046 6787326.28 2
351046.02046 6787568.58 42
351046.08045 6789840.9 11
351046.84045 6788749.64 4
351047.36046 6787825.36 2
351047.42045 6788608.88 1
351047.43045 6793551.65 5
351047.51046 6787233.86 2
351047.74046 6787997.39 3
351047.81046 6787313.58 1
351048.07045 6791697.97 1
351048.18045 6793783.71 3
351048.35045 6789776.47 6
351048.59045 6793595.4 5
351048.83045 6788889.1 21
351049.06046 6787301.92 1
351049.16045 6793419.23 5
351049.43045 6793574.04 1
351049.60045 6791678.86 45
351049.64045 6793513.07 4
351050.01045 6789209.49 2
351050.04045 6793918.74 4
351050.33046 6788070.15 2
351050.36045 6789633.55 8
351051.07046 6787288.15 1
351051.14045 6788791.59 3
351051.79046 6787057.48 3
351051.92046 6787818.2 9
351052.44045 6788816.14 3
351052.52045 6793528.29 2
351052.88045 6788915.85 15.5
351053.00046 6787027.68 1
351053.21046 6785984.14 1
351053.42045 6789730.09 3
351053.43046 6787067.17 3
351053.68046 6787660.66 1
351053.88046 6788005.76 4
351054.08045 6789161.19 4
351054.19046 6787094.37 1
351054.45046 6787272.25 1
351054.54046 6788085.61 4
351055.10045 6789073.7 64
351055.18045 6788772.74 8
351055.31046 6787995.09 3
351055.51045 6788634.89 4
351055.78045 6789854.04 10
351056.21045 6788519.33 5
351056.42045 6789790.58 13
351056.52046 6787113.71 2
351056.68046 6787947.32 2
351056.84046 6787036.74 1
351057.55046 6787712.78 1
351057.62046 6787103.81 1
351057.69045 6791712.41 7
351057.93045 6788507.49 3
351058.40045 6788663.22 4
351058.43045 6793738.62 2
351058.54045 6788528.38 5
351058.62045 6789225.7 45
351058.91046 6787047.69 1
351059.28045 6788789.43 3
351059.38046 6787356.94 1
351059.55046 6787337.93 5
351059.99045 6789511.71 11
351059.99046 6787490.73 4
351060.25045 6790078.33 54.5
351060.50045 6789721.28 2
351060.60046 6787698.19 1
351060.95045 6788708.4 14
351061.17046 6788016.94 1
351061.57045 6793651.02 3
351061.57046 6787057.39 1
351061.76046 6787124.7 1
351061.82046 6787849.55 4
351061.84045 6788733.97 5
351061.98046 6787841.3 1
351062.16045 6793506.9 3
351062.17046 6787133.85 1
351062.18046 6787139.53 2
351062.38046 6787460.49 2
351062.46046 6787082 5
351063.19046 6787073.99 3
351063.55046 6787171.06 4
351063.64045 6793367.38 3
351063.69046 6787921.92 1
351064.09046 6787153.23 5
351064.15045 6793405.96 3
351064.57046 6787024.46 1
351064.77045 6793757.78 5
351064.99045 6789639.41 2
351065.17045 6789167.35 45
351065.18045 6793464.26 3
351065.82046 6787088.07 1
351065.88045 6788668.09 3
351065.93046 6787107.02 1
351066.09045 6793519.76 1
351066.43046 6787903.29 2
351066.73045 6789780.38 3
351066.96046 6786002.58 1
351066.97046 6787657.49 1
351067.27045 6788798.79 5
351067.36046 6787889.25 2
351067.63046 6788090.24 1
351067.69046 6787859.24 3
351067.94045 6789191.61 24
351067.94045 6789865.7 11
351068.00045 6788541.88 1
351068.24045 6789713.88 2
351068.31046 6787240.52 3
351068.96046 6786042.49 4
351069.20046 6787876.79 1
351069.24045 6788814.94 2
351069.25045 6793481.81 4
351069.35046 6787529.58 1
351069.46046 6787115.58 2
351069.64045 6789650.25 2
351069.72046 6787489.3 1
351069.79046 6787132.51 3
351069.88046 6787725.52 4
351070.09045 6793803.99 4
351070.52046 6786021.21 1
351070.61045 6793915.43 1
351070.65045 6793382.55 2
351070.76046 6787384.27 18
351070.90045 6793662.79 2
351071.45045 6793530.38 1
351071.55045 6788500.14 6
351071.71046 6787204.55 2
351071.81046 6787822.08 34
351072.45046 6787971.9 13
351072.63046 6787925.27 3
351072.88046 6787139.06 1
351072.90045 6789309.73 64
351073.11045 6789774.55 1
351073.28045 6788744.13 7
351073.30046 6787212.68 2
351073.62046 6787221.6 1
351073.76045 6793587.95 4
351074.38046 6787155.3 3
351074.52046 6787694.26 3
351074.56045 6788608.81 1
351075.11046 6787642.89 9
351075.32046 6787996.99 13
351075.50046 6787231.76 3
351075.59046 6787900.11 1
351075.71045 6793461.07 2
351075.75045 6789706.96 2
351076.27046 6788095.89 1
351076.48045 6793349.38 3
351077.36045 6788641.62 1
351077.93045 6788759.55 1
351078.32046 6788030.01 2
351078.68046 6787567.64 7
351078.71045 6789797.32 2
351078.71046 6787453.48 4
351078.79045 6793791.71 4
351079.14045 6788564.66 5
351079.28045 6793640.21 4
351079.30046 6787877.21 2
351079.52046 6787725.2 1
351079.75046 6787703.66 1
351079.83045 6793825.28 2
351079.86045 6789826.11 3
351079.88045 6788910.12 3
351080.10046 6787203.21 4
351080.52046 6787710.78 2
351080.56045 6793397.28 4
351080.83046 6787537.25 1
351080.96046 6787487.55 1
351080.97046 6787740.61 9
351081.05045 6793546.36 5
351081.29046 6787856.53 2
351081.44045 6788722.76 18
351082.10045 6789702.59 2
351082.22046 6787214.65 2
351082.56045 6789809.01 2
351082.59045 6789769.06 1
351083.27045 6788574.88 2
351083.31046 6787222.53 3
351083.36046 6787681.38 2
351083.47045 6788552.06 2
351084.19045 6788629.33 1
351084.37046 6787923.84 1
351084.43046 6788083.15 2
351084.49046 6787232.97 5
351084.84045 6788769.72 4
351085.27045 6788500.01 1
351085.51045 6788800.48 25
351085.73045 6793655.26 4
351085.97046 6787896.62 1
351086.10045 6789758.2 4
351086.13046 6787572.98 2
351086.56045 6793562.83 2
351086.77045 6789653.35 3
351086.84046 6787187.36 4
351087.14045 6793867.68 2
351087.30046 6787244.66 2
351087.40045 6788588.47 1
351087.58046 6787291.21 1
351087.77045 6788740.23 9
351087.81046 6787873.82 1
351088.01046 6787280.34 1
351088.25046 6787699.55 7
351088.28045 6789551.26 61
351088.36045 6791527.95 106
351089.48045 6789819.09 1
351089.94046 6787598.97 4
351089.96045 6793879.56 4
351090.84046 6787350.33 5
351090.93046 6788007.96 2
351091.01046 6787453.68 3
351091.10045 6788946.3 74.5
351091.16045 6789752.75 2
351091.33045 6793623.49 4
351091.45045 6793904.88 3
351091.98046 6787851.09 1
351092.20046 6788075.7 2
351092.79046 6787013.49 1
351092.93045 6793804.55 2
351093.32045 6788820.81 34
351093.51046 6787535.01 3
351093.62046 6787705.56 5
351093.95045 6793473.38 3
351093.95046 6787566.11 1
351094.36046 6787548.51 6
351094.65045 6788641.48 3
351094.92045 6789790.73 1
351095.02046 6787022.67 2
351095.11046 6787246.7 3
351095.24046 6787917.73 3
351095.31046 6787833.54 2
351095.77045 6788702.45 3
351095.78046 6787717.96 3
351095.81045 6788905.89 4
351095.94045 6793456.09 1
351095.95045 6788767.36 2
351096.12045 6789662.19 4
351096.23046 6787031.23 2
351096.40046 6787740.45 11
351096.60045 6791584.35 179.5
351096.81046 6787612.56 5
351097.10046 6787485.92 1
351097.31045 6789595.81 8
351097.45046 6787327.45 3
351097.50045 6793713.68 3
351097.58045 6789689.93 6
351098.39046 6788073.44 1
351098.73046 6788017.73 2
351098.74045 6788895.87 4
351098.80046 6787864.93 1
351098.88046 6787337.66 1
351098.97046 6787306.63 2
351099.17046 6787363.4 5
351099.23045 6793584.81 2
351099.34045 6788886.83 13
351099.42046 6787892.49 1
351100.12046 6787317.55 2
351100.40046 6787761.13 3
351100.88046 6787069.72 4
351101.01045 6789784.58 1
351101.06045 6789753.38 1
351101.45045 6791173.96 2
351102.00045 6789045.35 4
351102.29046 6787078.71 3
351102.32045 6788855.16 19
351102.46046 6787750.84 3
351102.69046 6787565.32 1
351102.92046 6787090.02 1
351103.15045 6793868.84 4
351103.63045 6788797.46 1
351103.70046 6787297.72 4
351104.03046 6787604.05 2
351104.13046 6787962.66 5
351104.31045 6793596.52 5
351104.40046 6788027.56 2
351104.57045 6789833.35 1
351104.70045 6789845.29 5
351104.97045 6789091.27 75
351105.31046 6787026.44 3
351105.58045 6793648.03 3
351105.78046 6787099.99 2
351106.30045 6793537.09 4
351106.31046 6787844.45 1
351106.42046 6787768.19 5
351106.86045 6788677.67 2
351106.93046 6787035.93 4
351107.02045 6793738.42 4
351107.20045 6789180.58 20
351107.30046 6787113.29 3
351107.49045 6793355.09 4
351107.70046 6787915.86 1
351108.09046 6787451.76 2
351108.97045 6790106.34 319
351109.10046 6788046.16 4
351109.20045 6789780.87 2
351109.41046 6787483.15 1
351109.70046 6787130.59 2
351110.12045 6791745.29 1
351110.35046 6788069.05 1
351110.86045 6793904.42 4
351110.89046 6787072.97 4
351111.41045 6789608.09 2
351111.49046 6787145.9 3
351111.56045 6793615.41 4
351111.92045 6793758.84 3
351112.08045 6789688.09 3
351112.17045 6789853.6 1
351112.70046 6787953.89 4
351112.73045 6789750.41 2
351112.78045 6793705.83 3
351112.83046 6787600.9 2
351113.54045 6793330.84 3
351114.35046 6787451.7 2
351115.01045 6793359.9 4
351115.31045 6788716.63 26
351115.37046 6787899.99 2
351115.49046 6787562.09 3
351115.85046 6787616.06 5
351116.07045 6788674.83 1
351116.16046 6787967.08 3
351116.24045 6788843.48 3
351116.38045 6793483.22 5
351116.71045 6789616.5 2
351116.88046 6787020.12 2
351116.96045 6793626.64 3
351117.04045 6793718.18 2
351117.16046 6787419.77 1
351117.66045 6793420.07 4
351117.67045 6793511.08 1
351118.24046 6787191.4 19
351118.34045 6789182.43 42
351118.39046 6787911.57 1
351118.49045 6789675.46 2
351118.53045 6789862.15 2
351118.59046 6787199.63 2
351118.63045 6789742.2 1
351118.76046 6787031.67 1
351118.76046 6787072.42 2
351119.39045 6788861.16 2
351119.44045 6789042.88 11
351120.11046 6787864.27 4
351120.40046 6787481.73 4
351120.75046 6787211.07 3
351121.06046 6788039.83 2
351121.47045 6789257.73 70
351121.49046 6787248.38 1
351121.55045 6789219.31 29
351121.65046 6787598.36 1
351121.97046 6787558.9 4
351122.27045 6788747.46 1
351122.30046 6787221.64 2
351122.32046 6787897.6 1
351122.63045 6788871.43 3
351123.13045 6790086.76 94
351123.14046 6788050.77 3
351123.33045 6788895.11 19
351123.41046 6787451.63 2
351123.86046 6787231.9 2
351124.20046 6787239.25 1
351124.38045 6791736.06 1
351124.44045 6789870.1 3
351124.46045 6789774.88 2
351124.76045 6793429.6 4
351124.83045 6789793.11 2
351124.90045 6789621.84 2
351125.94046 6787974.87 2
351126.21045 6791301.76 4
351126.39045 6788137.89 32
351126.42045 6789837.72 2
351126.42046 6787543.88 94.5
351126.75045 6793320.95 4
351126.96046 6787019.14 4
351127.26046 6787907.14 2
351127.38045 6789081.35 55
351127.47045 6788790.75 8
351127.53045 6788936.76 5
351127.56045 6789736.78 1
351127.60046 6787959.89 1
351127.88046 6787256.56 1
351128.19046 6787071.5 5
351128.78046 6787596.32 6
351128.83046 6787030.7 1
351129.07045 6789882.72 2
351129.15045 6788761.86 6
351129.27045 6789999.99 135
351129.45046 6788059.41 5
351129.46046 6787270.94 2
351130.25045 6788779.77 4
351130.43046 6787631.64 11
351130.54045 6793821.66 2
351130.82045 6793536.39 4
351131.20046 6787846.87 3
351131.2592 6789883.2188 1
351131.41045 6793701.18 2.5
351132.05046 6787450.37 1
351132.06045 6789723.43 1
351132.38046 6786829.39 8
351132.55045 6793353.16 2
351132.91045 6789631.6 2
351133.23046 6787426.5 2
351133.36046 6787479.29 3
351133.55046 6787559.04 5
351133.86045 6793661.18 2
351133.86046 6787647.37 2
351133.99046 6787867.46 11
351134.52045 6788955.28 11
351135.24045 6788933.04 2
351135.63045 6788927.54 3
351135.63045 6793409.7 4
351135.73045 6793883.76 4
351136.18046 6787070.77 2
351136.73046 6787015.8 1
351136.97045 6789976.64 19
351137.35045 6793785.78 2
351138.25045 6793917.37 3
351138.53046 6787594.2 5
351138.74045 6793563.79 4
351139.02045 6789660.95 4
