"x" "y" "equ"
350777.04 6789410.5 "Vêtements"
352064.82 6789224.36 "Vêtements"
351917.8 6789428.67 "Vêtements"
352986.45 6790496.72 "Vêtements"
351953.91 6789460.6 "Vêtements"
351827.87 6789556.57 "Vêtements"
355280.96 6786860.4 "Vêtements"
351971.63 6789645.83 "Vêtements"
351997.77 6789423.52 "Vêtements"
352010 6789422.92 "Vêtements"
351941.72 6789593.11 "Vêtements"
352110.87 6788999.82 "Vêtements"
352253.72 6789418.93 "Vêtements"
